FECHAELAB,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
2019-09-27 11:08:37.000,F29677,1020.0,E,2.0,2019-09-27,2019-09-27 00:00:00,2019-10-27,,4528.6,0.0,0.0
2019-09-30 18:14:59.000,F29713,1083.0,E,1.0,2019-09-30,2019-09-30 00:00:00,2019-09-30,,4070.5517000000004,0.0,0.0
2019-09-30 18:33:33.000,F29719,1703.0,E,1.0,2019-09-30,2019-09-30 00:00:00,2019-10-30,,50994.00000000001,0.0,0.0
2019-10-02 09:57:08.000,F29737,1965.0,E,2.0,2019-10-02,2019-10-02 00:00:00,2019-10-17,,976.5000000000001,146.48,0.0
2019-10-03 10:50:19.000,F29757,1083.0,E,3.0,2019-10-03,2019-10-04 00:00:00,2019-10-03,,4070.55,0.0,0.0
2019-10-03 15:02:51.000,F29764,1429.0,C,4.0,2019-10-03,2019-10-03 00:00:00,2019-11-02,2019-10-04,1490.0000000000002,0.0,0.0
2019-10-03 16:51:20.000,F29769,1965.0,E,2.0,2019-10-03,2019-10-03 00:00:00,2019-10-18,,6516.0,977.4000000000003,0.0
2019-10-04 08:06:37.000,F29780,1429.0,E,4.0,2019-10-04,2019-10-04 00:00:00,2019-11-03,,1490.0000000000002,0.0,0.0
2019-10-04 09:02:02.000,F29784,1053.0,E,3.0,2019-10-04,2019-09-26 00:00:00,2019-11-03,,8686.41,0.0,0.0
2019-10-04 14:23:06.000,F29802,1159.0,C,,2019-10-04,2019-10-04 00:00:00,2019-11-03,2019-10-04,675.0,0.0,0.0
2019-10-04 14:25:02.000,F29803,1159.0,E,3.0,2019-10-04,2019-10-03 00:00:00,2019-11-03,,2430.0,0.0,0.0
2019-10-04 14:29:15.000,F29804,1159.0,E,3.0,2019-10-04,2019-10-04 00:00:00,2019-11-03,,675.0,0.0,0.0
2019-10-08 11:29:07.000,F29827,1852.0,C,2.0,2019-10-08,2019-10-08 00:00:00,2019-10-23,2019-10-08,659.8,0.0,0.0
2019-10-08 16:36:30.000,F29833,1852.0,E,2.0,2019-10-08,2019-10-08 00:00:00,2019-10-23,,659.7987,0.0,0.0
2019-10-09 17:49:27.000,F29850,1852.0,E,3.0,2019-10-09,2019-10-09 00:00:00,2019-10-24,,7125.9000000000015,0.0,0.0
2019-10-15 10:47:54.000,F29906,1686.0,C,2.0,2019-10-15,2019-10-08 00:00:00,2019-10-15,2019-10-15,315.0,0.0,0.0
2019-10-15 16:42:23.000,F29912,1686.0,E,2.0,2019-10-15,2019-10-08 00:00:00,2019-10-15,,315.0,0.0,0.0
2019-10-17 11:40:35.000,F29934,1583.0,E,3.0,2019-10-17,2019-10-09 00:00:00,2019-11-01,,5151.6,0.0,0.0
2019-10-17 12:26:22.000,F29938,1757.0,E,2.0,2019-10-17,2019-10-02 00:00:00,2019-10-17,,1300.0,0.0,0.0
2019-10-17 12:28:09.000,F29939,1757.0,E,2.0,2019-10-17,2019-10-02 00:00:00,2019-10-17,,1170.6000000000001,0.0,0.0
2019-10-17 16:47:46.000,F29944,1429.0,E,4.0,2019-10-17,2019-10-17 00:00:00,2019-11-16,,8080.0,0.0,0.0
2019-10-23 09:32:59.000,F29988,1158.0,E,2.0,2019-10-23,2019-10-23 00:00:00,2019-10-23,,4198.4069,0.0,0.0
2019-10-23 10:30:16.000,F29992,1125.0,E,3.0,2019-10-23,2019-10-16 00:00:00,2019-11-07,,2697.0,0.0,0.0
2019-10-23 11:23:06.000,F29994,1019.0,E,2.0,2019-10-23,2019-10-15 00:00:00,2019-11-07,,8031.68,0.0,0.0
2019-10-24 12:35:09.000,F30022,1586.0,E,2.0,2019-10-24,2019-10-24 00:00:00,2019-10-24,,339.20000000000005,0.0,0.0
2019-10-29 09:57:19.000,F30059,1334.0,E,2.0,2019-10-29,2019-10-23 00:00:00,2019-10-29,,819.0,0.0,0.0
2019-10-30 10:30:53.000,F30079,1284.0,E,2.0,2019-10-30,2019-10-30 00:00:00,2019-11-29,,2270.0,0.0,0.0
2019-10-30 16:31:04.000,F30087,1757.0,E,2.0,2019-10-30,2019-10-30 00:00:00,2019-10-30,,3448.2758000000003,0.0,0.0
2019-10-31 09:09:32.000,F30092,1459.0,E,2.0,2019-10-31,2019-10-23 00:00:00,2019-11-30,,9865.6,0.0,0.0
2019-10-31 09:57:46.000,F30094,1248.0,E,2.0,2019-10-31,2019-10-31 00:00:00,2019-11-15,,997.5000000000001,0.0,0.0
2019-11-04 10:27:52.000,F30124,1965.0,E,2.0,2019-11-04,2019-11-04 00:00:00,2019-11-19,,400.00000000000006,60.000000000000014,0.0
2019-11-06 10:46:16.000,F30166,1478.0,E,1.0,2019-11-06,2019-11-04 00:00:00,2019-12-06,,2964.0000000000005,0.0,0.0
2019-11-06 12:03:49.000,F30169,1130.0,E,2.0,2019-11-06,2019-10-23 00:00:00,2019-11-14,,745.69,0.0,0.0
2019-11-11 13:13:51.000,F30208,1668.0,E,2.0,2019-11-11,2019-11-07 00:00:00,2019-11-11,,9100.08,0.0,0.0
2019-11-11 13:49:26.000,F30209,1284.0,E,2.0,2019-11-11,2019-11-11 00:00:00,2019-12-11,,1972.5000000000002,0.0,0.0
2019-11-11 17:20:59.000,F30219,1965.0,E,2.0,2019-11-11,2019-11-05 00:00:00,2019-11-26,,1452.2,217.83,0.0
2019-11-14 09:06:04.000,F30261,1819.0,E,3.0,2019-11-14,2019-10-22 00:00:00,2019-12-14,,2464.65,0.0,0.0
2019-11-15 08:17:41.000,F30279,1339.0,E,1.0,2019-11-15,2019-11-15 00:00:00,2019-12-15,,18240.0,0.0,0.0
2019-11-19 08:46:08.000,F30291,1248.0,E,2.0,2019-11-19,2019-11-19 00:00:00,2019-12-04,,1225.0,0.0,0.0
2019-11-20 10:35:20.000,F30299,1965.0,E,2.0,2019-11-20,2019-11-20 00:00:00,2019-12-05,,1252.5,187.88,0.0
2019-11-20 13:04:14.000,F30307,1753.0,E,2.0,2019-11-20,2019-11-12 00:00:00,2019-12-20,,3168.0000000000005,0.0,0.0
2019-11-22 10:41:43.000,F30346,1020.0,E,2.0,2019-11-22,2019-11-05 00:00:00,2019-12-22,,7802.1,0.0,0.0
2019-11-22 11:56:32.000,F30350,1925.0,E,3.0,2019-11-22,2019-11-29 00:00:00,2019-12-22,,3583.7500000000005,0.0,0.0
2019-11-25 08:40:25.000,F30357,1289.0,E,6.0,2019-11-25,2019-11-29 00:00:00,2019-11-25,,5631.18,0.0,0.0
2019-11-25 10:17:16.000,F30360,1369.0,E,2.0,2019-11-25,2019-11-25 00:00:00,2019-11-25,,420.00000000000006,0.0,0.0
2019-11-27 08:55:19.000,F30396,1925.0,E,3.0,2019-11-27,2019-11-26 00:00:00,2019-12-27,,1696.25,0.0,0.0
2019-11-27 08:57:46.000,F30397,1487.0,E,3.0,2019-11-27,2019-11-26 00:00:00,2019-12-05,,6772.500000000001,0.0,0.0
2019-11-27 17:42:55.000,F30413,1019.0,E,2.0,2019-11-27,2019-11-19 00:00:00,2019-12-12,,4978.5,0.0,0.0
2019-11-29 09:08:14.000,F30435,1965.0,E,2.0,2019-11-29,2019-11-28 00:00:00,2019-12-14,,2125.0000000000005,318.75,0.0
2019-12-03 13:31:47.000,F30470,1852.0,E,2.0,2019-12-03,2019-11-25 00:00:00,2019-12-18,,4070.2200000000003,0.0,0.0
2019-12-05 09:28:31.000,F30500,1290.0,E,3.0,2019-12-05,2019-12-05 00:00:00,2019-12-05,,582.5,0.0,0.0
2019-12-05 09:58:03.000,F30501,1284.0,E,2.0,2019-12-05,2019-11-28 00:00:00,2020-01-04,,4518.000000000001,0.0,0.0
2019-12-05 14:58:50.000,F30509,1284.0,E,2.0,2019-12-05,2019-12-05 00:00:00,2020-01-04,,1981.25,0.0,0.0
2019-12-10 09:57:55.000,F30536,1339.0,E,1.0,2019-12-10,2019-12-06 00:00:00,2020-01-09,,31975.0,0.0,0.0
2019-12-10 09:59:22.000,F30537,1289.0,E,5.0,2019-12-10,2019-12-06 00:00:00,2020-01-09,,5588.000000000001,0.0,0.0
2019-12-11 08:36:57.000,F30549,1339.0,E,1.0,2019-12-11,2019-12-10 00:00:00,2020-01-10,,2040.0,0.0,0.0
2019-12-11 10:36:35.000,F30553,1852.0,E,2.0,2019-12-11,2019-12-09 00:00:00,2019-12-26,,5749.590000000001,0.0,0.0
2019-12-16 10:18:38.000,F30580,1240.0,E,2.0,2019-12-16,2019-12-16 00:00:00,2019-12-16,,980.0000000000001,0.0,0.0
2019-12-18 07:57:45.000,F30616,1339.0,E,1.0,2019-12-18,2019-12-12 00:00:00,2020-01-17,,62060.0,0.0,0.0
2019-12-18 07:59:28.000,F30617,1339.0,E,1.0,2019-12-18,2019-12-11 00:00:00,2020-01-17,,22800.000000000004,0.0,0.0
2019-12-18 15:47:01.000,F30628,1020.0,E,6.0,2019-12-18,2019-12-18 00:00:00,2020-01-17,,347.2875,0.0,0.0
2019-12-19 11:43:45.000,F30635,1784.0,E,2.0,2019-12-19,2019-12-19 00:00:00,2020-01-03,,1449.42,0.0,0.0
2020-01-06 08:57:52.000,F30700,1289.0,E,5.0,2020-01-06,2020-01-13 00:00:00,2020-02-05,,5973.000000000001,0.0,0.0
2020-01-07 10:28:05.000,F30715,1965.0,E,2.0,2020-01-07,2020-01-07 00:00:00,2020-01-22,,9135.0,1370.25,0.0
2020-01-08 09:05:57.000,F30727,1289.0,E,5.0,2020-01-08,2020-01-13 00:00:00,2020-02-07,,4191.0,0.0,0.0
2020-01-13 12:47:30.000,F30773,1339.0,E,1.0,2020-01-13,2019-12-12 00:00:00,2020-02-12,,7132.200000000001,0.0,0.0
2020-01-13 13:53:45.000,F30775,1089.0,E,2.0,2020-01-13,2020-01-13 00:00:00,2020-01-13,,347.2875,0.0,0.0
2020-01-14 12:46:27.000,F30790,1339.0,E,1.0,2020-01-14,2020-01-14 00:00:00,2020-02-13,,6080.000000000001,0.0,0.0
2020-01-15 16:47:41.000,F30805,1158.0,E,3.0,2020-01-15,2020-01-15 00:00:00,2020-01-15,,1956.66,0.0,0.0
2020-01-15 17:45:42.000,F30808,1429.0,E,5.0,2020-01-15,2020-01-14 00:00:00,2020-02-14,,20200.0,0.0,0.0
2020-01-28 11:57:05.000,F30930,1130.0,E,2.0,2020-01-28,2020-01-28 00:00:00,2020-02-05,,118.5,0.0,0.0
2020-01-29 16:46:51.000,F30947,1586.0,E,2.0,2020-01-29,2020-01-17 00:00:00,2020-01-29,,4175.51,0.0,0.0
2020-01-31 09:22:57.000,F30961,1158.0,E,3.0,2020-01-31,2020-01-31 00:00:00,2020-01-31,,1956.6637,0.0,0.0
2020-01-31 11:41:31.000,F30967,1334.0,E,2.0,2020-01-31,2020-01-28 00:00:00,2020-01-31,,1039.5,0.0,0.0
2020-01-31 18:35:07.000,F30986,1083.0,E,3.0,2020-01-31,2020-01-31 00:00:00,2020-01-31,,7750.000000000001,0.0,0.0
2020-02-06 09:49:55.000,F31026,1965.0,E,2.0,2020-02-06,2020-02-06 00:00:00,2020-02-21,,101.73,15.26,0.0
2020-02-06 13:12:59.000,F31039,1965.0,E,2.0,2020-02-06,2020-02-06 00:00:00,2020-02-21,,2010.0000000000002,301.50000000000006,0.0
2020-02-07 08:50:23.000,F31050,1158.0,E,3.0,2020-02-07,2020-02-07 00:00:00,2020-02-07,,1956.66,0.0,0.0
2020-02-07 13:23:34.000,F31063,1586.0,E,2.0,2020-02-07,2020-01-29 00:00:00,2020-02-07,,2412.07,0.0,0.0
2020-02-07 14:33:40.000,F31066,1478.0,E,1.0,2020-02-07,2020-02-10 00:00:00,2020-03-08,,2986.5000000000005,0.0,0.0
2020-02-10 09:34:07.000,F31069,1965.0,E,2.0,2020-02-10,2020-02-10 00:00:00,2020-02-25,,910.6,136.59,0.0
2020-02-10 09:35:46.000,F31070,1965.0,E,2.0,2020-02-10,2020-02-10 00:00:00,2020-02-25,,1750.0,262.5,0.0
2020-02-11 09:52:23.000,F31083,1125.0,E,3.0,2020-02-11,2020-02-11 00:00:00,2020-02-26,,1436.0000000000002,0.0,0.0
2020-02-11 14:49:58.000,F31095,1083.0,E,3.0,2020-02-11,2020-02-05 00:00:00,2020-02-11,,15500.000000000002,0.0,0.0
2020-02-11 17:41:43.000,F31108,1852.0,E,2.0,2020-02-11,2020-02-11 00:00:00,2020-02-11,,7125.894600000001,0.0,0.0
2020-02-14 11:14:34.000,F31140,1965.0,E,2.0,2020-02-14,2020-02-07 00:00:00,2020-02-29,,1029.0,154.35000000000002,0.0
2020-02-17 09:11:42.000,F31155,1289.0,E,5.0,2020-02-17,2020-02-17 00:00:00,2020-03-18,,5631.18,0.0,0.0
2020-02-19 09:49:38.000,F31185,1130.0,E,2.0,2020-02-19,2020-02-18 00:00:00,2020-02-27,,1052.0,0.0,0.0
2020-02-19 12:09:29.000,F31189,1130.0,E,2.0,2020-02-19,2020-01-28 00:00:00,2020-02-27,,6633.6165,0.0,0.0
2020-02-21 10:29:17.000,F31223,1852.0,E,2.0,2020-02-21,2020-02-21 00:00:00,2020-03-07,,6930.000000000001,0.0,0.0
2020-02-21 10:32:03.000,F31224,1852.0,E,2.0,2020-02-21,2020-02-21 00:00:00,2020-03-07,,1191.96,0.0,0.0
2020-02-24 09:31:35.000,F31241,1583.0,E,3.0,2020-02-24,2020-02-13 00:00:00,2020-03-10,,12879.000000000002,0.0,0.0
2020-02-25 11:09:40.000,F31263,1130.0,E,2.0,2020-02-25,2020-02-25 00:00:00,2020-03-04,,112.1,0.0,0.0
2020-02-27 10:45:01.000,F31294,1583.0,E,2.0,2020-02-27,2020-02-21 00:00:00,2020-03-13,,1717.2,0.0,0.0
2020-02-27 11:13:22.000,F31298,1130.0,E,2.0,2020-02-27,2020-02-18 00:00:00,2020-03-06,,944.6,0.0,0.0
2020-02-27 11:25:57.000,F31299,1130.0,E,2.0,2020-02-27,2020-02-27 00:00:00,2020-03-06,,224.20000000000002,0.0,0.0
2020-02-28 10:18:35.000,F31311,1784.0,E,2.0,2020-02-28,2020-02-20 00:00:00,2020-03-14,,728.5000000000001,0.0,0.0
2020-03-03 11:17:19.000,F31373,1965.0,E,2.0,2020-03-03,2020-03-03 00:00:00,2020-03-18,,1480.0000000000002,222.00000000000003,0.0
2020-03-03 17:22:15.000,F31391,1198.0,E,2.0,2020-03-03,2020-02-18 00:00:00,2020-03-18,,507.5,0.0,0.0
2020-03-04 09:59:19.000,F31392,1339.0,E,1.0,2020-03-04,2020-03-04 00:00:00,2020-03-04,,1520.0000000000002,0.0,0.0
2020-03-04 12:17:10.000,F31402,1913.0,E,2.0,2020-03-04,2020-03-04 00:00:00,2020-04-03,,1114.8135000000002,0.0,0.0
2020-03-06 09:28:45.000,F31426,1852.0,E,2.0,2020-03-06,2020-03-02 00:00:00,2020-03-21,,3585.1200000000003,0.0,0.0
2020-03-06 18:10:02.000,F31433,1429.0,E,5.0,2020-03-06,2020-02-27 00:00:00,2020-04-05,,21437.5,0.0,0.0
2020-03-06 18:11:44.000,F31434,1429.0,E,5.0,2020-03-06,2020-03-06 00:00:00,2020-04-05,,12862.35,0.0,0.0
2020-03-12 09:47:05.000,F31480,1583.0,E,3.0,2020-03-12,2020-03-05 00:00:00,2020-03-27,,3132.0,0.0,0.0
2020-03-18 10:23:02.000,F31531,1429.0,E,5.0,2020-03-18,2020-03-17 00:00:00,2020-04-17,,8575.0,0.0,0.0
2020-03-25 17:08:11.000,F31623,1965.0,E,2.0,2020-03-25,2020-03-25 00:00:00,2020-04-09,,1750.0,262.5,0.0
2020-03-26 10:13:41.000,F31626,1053.0,E,3.0,2020-03-26,2020-03-17 00:00:00,2020-04-25,,17372.82,0.0,0.0
2020-03-30 11:43:01.000,F31646,1852.0,E,2.0,2020-03-30,2020-03-30 00:00:00,2020-04-14,,2386.5600000000004,0.0,0.0
2020-04-02 11:07:56.000,F31697,1965.0,E,2.0,2020-04-02,2020-04-02 00:00:00,2020-04-17,,5600.0,579.0000000000002,0.0
2020-04-20 14:51:16.000,F31727,1583.0,E,3.0,2020-04-20,2020-04-20 00:00:00,2020-05-05,,12879.000000000002,0.0,0.0
2020-04-20 15:47:57.000,F31728,1583.0,E,3.0,2020-04-20,2020-04-20 00:00:00,2020-05-05,,1717.2,0.0,0.0
2020-04-20 15:53:20.000,F31729,1583.0,E,3.0,2020-04-20,2020-04-20 00:00:00,2020-05-05,,3132.0000000000005,0.0,0.0
2020-04-21 10:46:05.000,F31730,1925.0,E,3.0,2020-04-21,2020-04-03 00:00:00,2020-05-21,,3314.2,0.0,0.0
2020-04-24 11:07:09.000,F31744,1453.0,E,5.0,2020-04-24,2020-04-14 00:00:00,2020-05-24,,8700.0,0.0,0.0
2020-04-27 09:11:49.000,F31749,1289.0,E,5.0,2020-04-27,2020-04-17 00:00:00,2020-05-27,,5631.18,0.0,0.0
2020-04-28 11:04:15.000,F31765,1019.0,E,1.0,2020-04-28,2020-04-28 00:00:00,2020-04-28,,4978.5,0.0,0.0
2020-04-30 11:47:53.000,F31791,1369.0,E,3.0,2020-04-30,2020-04-23 00:00:00,2020-04-30,,1174.0,0.0,0.0
2020-05-14 11:51:29.000,F31825,1852.0,E,2.0,2020-05-14,2020-05-14 00:00:00,2020-05-29,,2271.7200000000003,0.0,0.0
2020-05-20 09:41:58.000,F31838,1784.0,E,2.0,2020-05-20,2020-05-20 00:00:00,2020-06-04,,375.0,0.0,0.0
2020-05-26 12:48:48.000,F31876,1753.0,E,2.0,2020-05-26,2020-05-21 00:00:00,2020-06-25,,2112.0,0.0,0.0
2020-05-28 10:34:57.000,F31887,1339.0,E,5.0,2020-05-28,2020-05-26 00:00:00,2020-06-27,,5650.2,0.0,0.0
2020-05-29 08:38:16.000,F31898,1591.0,E,3.0,2020-05-29,2020-05-28 00:00:00,2020-06-28,,6400.0,0.0,0.0
2020-06-02 11:02:09.000,F31912,1965.0,E,2.0,2020-06-02,2020-05-25 00:00:00,2020-06-17,,9594.5,1439.18,0.0
2020-06-03 13:11:38.000,F31924,1019.0,E,3.0,2020-06-03,2020-05-26 00:00:00,2020-06-03,,6578.6,0.0,0.0
2020-06-05 09:17:57.000,F31933,1965.0,C,2.0,2020-06-05,2020-05-26 00:00:00,2020-06-20,2020-06-05,1922.25,288.34000000000003,0.0
2020-06-05 09:21:53.000,F31934,1965.0,E,2.0,2020-06-05,2020-05-26 00:00:00,2020-06-20,,1922.25,288.34000000000003,0.0
2020-06-05 10:55:52.000,F31935,1591.0,E,3.0,2020-06-05,2020-05-29 00:00:00,2020-07-05,,10200.0,0.0,0.0
2020-06-05 12:20:24.000,F31937,1761.0,E,2.0,2020-06-05,2020-06-05 00:00:00,2020-06-05,,1618.5600000000002,0.0,0.0
2020-06-15 14:04:17.000,F31987,1761.0,E,2.0,2020-06-15,2020-06-05 00:00:00,2020-06-15,,2427.8700000000003,0.0,0.0
2020-06-24 10:39:06.000,F32054,1965.0,E,2.0,2020-06-24,2020-06-24 00:00:00,2020-07-09,,3050.0000000000005,457.50000000000006,0.0
2020-06-26 13:12:35.000,F32085,1757.0,E,2.0,2020-06-26,2019-11-08 00:00:00,2020-06-26,,9429.0,0.0,0.0
2020-06-26 13:33:15.000,F32087,1290.0,E,2.0,2020-06-26,2020-06-26 00:00:00,2020-06-26,,1162.5,0.0,0.0
2020-06-30 14:29:17.000,F32113,1390.0,E,2.0,2020-06-30,2020-06-30 00:00:00,2020-06-30,,1724.1379000000002,0.0,0.0
2020-07-02 13:34:58.000,F32149,1459.0,E,2.0,2020-07-02,2020-06-15 00:00:00,2020-08-01,,605.35,0.0,0.0
2020-07-07 13:56:58.000,F32187,1831.0,E,2.0,2020-07-07,2020-03-30 00:00:00,2020-08-21,,5088.55,0.0,0.0
2020-07-08 12:40:29.000,F32194,1390.0,E,2.0,2020-07-08,2020-06-16 00:00:00,2020-07-08,,2216.0,0.0,0.0
2020-07-14 12:03:49.000,F32240,1289.0,E,5.0,2020-07-14,2020-07-13 00:00:00,2020-08-13,,5631.18,0.0,0.0
2020-07-15 10:44:43.000,F32253,1982.0,E,1.0,2020-07-15,2020-07-15 00:00:00,2020-07-15,,1720.0000000000002,0.0,0.0
2020-07-20 11:59:20.000,F32287,1583.0,E,6.0,2020-07-20,2020-07-21 00:00:00,2020-08-04,,4176.0,0.0,0.0
2020-07-20 13:42:22.000,F32289,1852.0,E,2.0,2020-07-20,2020-07-20 00:00:00,2020-07-20,,2386.5600000000004,0.0,0.0
2020-07-27 11:11:30.000,F32350,1802.0,E,4.0,2020-07-27,2020-07-27 00:00:00,2020-07-27,,73275.86200000001,0.0,0.0
2020-07-28 10:50:07.000,F32363,1784.0,E,2.0,2020-07-28,2020-07-15 00:00:00,2020-08-12,,1552.0,0.0,0.0
2020-07-30 14:59:26.000,F32404,1965.0,E,2.0,2020-07-30,2020-07-14 00:00:00,2020-08-14,,6879.25,1031.89,0.0
2020-07-30 16:45:53.000,F32406,1965.0,E,2.0,2020-07-30,2020-07-30 00:00:00,2020-08-14,,10939.6364,1640.95,0.0
2020-08-05 09:37:51.193,F32441,1690.0,E,2.0,2020-08-05,2020-07-30 00:00:00,2020-08-05,,5493.400000000001,0.0,0.0
2020-08-05 17:29:05.747,F32462,1053.0,E,5.0,2020-08-05,2020-08-07 00:00:00,2020-09-04,,17372.82,0.0,0.0
2020-08-07 10:24:00.223,F32470,1965.0,E,2.0,2020-08-07,2020-08-07 00:00:00,2020-08-22,,1129.5,0.0,0.0
2020-08-07 12:46:42.560,F32474,1852.0,E,2.0,2020-08-07,2020-08-07 00:00:00,2020-08-22,,2271.7200000000003,0.0,0.0
2020-08-07 13:00:49.210,F32475,1852.0,E,2.0,2020-08-07,2020-08-07 00:00:00,2020-08-22,,2271.72,0.0,0.0
2020-08-07 13:20:26.973,F32476,1831.0,E,2.0,2020-08-07,2020-07-22 00:00:00,2020-09-21,,5088.55,0.0,0.0
2020-08-07 14:37:46.623,F32481,1831.0,E,2.0,2020-08-07,2020-07-23 00:00:00,2020-09-21,,10177.1,0.0,0.0
2020-08-10 14:31:44.383,F32490,1453.0,E,2.0,2020-08-10,2020-08-10 00:00:00,2020-09-09,,1970.0000000000002,0.0,0.0
2020-08-10 17:29:47.590,F32494,1965.0,E,2.0,2020-08-10,2020-08-10 00:00:00,2020-08-25,,4982.76,0.0,0.0
2020-08-12 09:45:32.840,F32507,1019.0,E,2.0,2020-08-12,2020-08-05 00:00:00,2020-08-27,,5000.0,0.0,0.0
2020-08-14 13:53:58.560,F32537,1591.0,E,1.0,2020-08-14,2020-08-14 00:00:00,2020-08-14,,3200.0,0.0,0.0
2020-08-17 13:14:10.363,F32543,1334.0,E,2.0,2020-08-17,2020-08-11 00:00:00,2020-08-17,,2079.0,0.0,0.0
2020-08-19 13:54:55.503,F32576,1240.0,E,2.0,2020-08-19,2020-08-19 00:00:00,2020-08-19,,290.0,0.0,0.0
2020-08-20 14:03:09.460,F32595,1053.0,E,5.0,2020-08-20,2020-08-17 00:00:00,2020-09-19,,17372.82,0.0,0.0
2020-08-26 08:51:48.007,F32638,1583.0,E,6.0,2020-08-26,2020-08-13 00:00:00,2020-09-25,,11484.000000000002,0.0,0.0
2020-08-26 09:52:03.277,F32639,1965.0,E,2.0,2020-08-26,2020-08-14 00:00:00,2020-09-25,,1476.72,221.51,0.0
2020-08-27 11:18:26.477,F32655,1289.0,E,5.0,2020-08-27,2020-08-26 00:00:00,2020-09-26,,1397.0000000000002,0.0,0.0
2020-08-27 13:53:59.520,F32658,1784.0,E,2.0,2020-08-27,2020-08-17 00:00:00,2020-09-11,,1662.15,0.0,0.0
2020-08-28 10:26:35.703,F32671,1965.0,E,2.0,2020-08-28,2020-08-28 00:00:00,2020-09-27,,1500.0000000000002,0.0,0.0
2020-08-31 13:27:01.277,F32683,1802.0,C,10.0,2020-08-31,2020-08-31 00:00:00,2020-08-31,2020-08-31,8.0,0.0,0.0
2020-08-31 13:43:02.617,F32685,1429.0,E,5.0,2020-08-31,2020-08-31 00:00:00,2020-09-30,,23625.000000000004,0.0,0.0
2020-09-03 09:31:09.397,F32732,1965.0,E,2.0,2020-09-03,2020-08-28 00:00:00,2020-10-03,,756.0000000000001,113.39999999999999,0.0
2020-09-03 12:30:39.353,F32733,1289.0,E,5.0,2020-09-03,2020-09-03 00:00:00,2020-10-03,,1397.0000000000002,0.0,0.0
2020-09-03 12:34:06.480,F32734,1453.0,E,5.0,2020-09-03,2020-08-27 00:00:00,2020-10-03,,8700.0,0.0,0.0
2020-09-03 14:04:37.733,F32740,1852.0,E,2.0,2020-09-03,2020-09-03 00:00:00,2020-10-03,,2386.5600000000004,0.0,0.0
2020-09-07 10:24:32.110,F32762,1965.0,E,2.0,2020-09-07,2020-09-07 00:00:00,2020-10-07,,1211.25,0.0,0.0
2020-09-07 10:53:19.223,F32763,1852.0,E,2.0,2020-09-07,2020-09-07 00:00:00,2020-10-07,,4543.4400000000005,0.0,0.0
