FECHAELAB,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
2021-10-15 16:53:45.997,F36438,5926.0,E,2.0,2021-10-15,2021-10-12 00:00:00,2021-10-15,,813.9300000000001,0.0,0.0
2021-10-18 09:08:25.893,F36439,6892.0,E,2.0,2021-10-18,2021-10-18 00:00:00,2021-10-18,,208.0,0.0,0.0
2021-10-18 13:03:02.247,F36440,1761.0,E,2.0,2021-10-18,2021-10-18 00:00:00,2021-10-18,,428.71000000000004,0.0,0.0
2021-10-18 14:36:55.003,F36441,5372.0,E,2.0,2021-10-18,2021-10-13 00:00:00,2021-10-18,,6617.0,0.0,0.0
2021-10-18 16:12:16.950,F36442,3108.0,E,2.0,2021-10-18,2021-10-18 00:00:00,2021-10-18,,4358.9,0.0,0.0
2021-10-18 16:44:46.130,F36443,5926.0,E,2.0,2021-10-18,2021-10-18 00:00:00,2021-10-18,,493.56,0.0,0.0
2021-10-19 08:41:12.317,F36444,6211.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,770.0,0.0,0.0
2021-10-19 10:52:31.543,F36445,5926.0,E,2.0,2021-10-19,2021-10-18 00:00:00,2021-10-19,,305.25,0.0,0.0
2021-10-19 10:59:16.407,F36446,5939.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,604.5,0.0,0.0
2021-10-19 11:20:42.397,F36447,2044.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,3407.5008000000003,0.0,0.0
2021-10-19 12:46:10.063,F36448,2900.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,1370.0,0.0,0.0
2021-10-19 13:01:00.100,F36449,8475.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,2400.0,0.0,0.0
2021-10-19 13:10:16.737,F36450,6381.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,1636.0000000000002,0.0,0.0
2021-10-19 13:21:59.433,F36451,8466.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,1023.2900000000001,0.0,0.0
2021-10-19 14:47:43.697,F36452,4480.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-11-03,,9507.750000000002,0.0,0.0
2021-10-19 15:34:17.097,F36453,8437.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,267.25,0.0,0.0
2021-10-19 17:04:17.450,F36454,5926.0,E,2.0,2021-10-19,2021-10-19 00:00:00,2021-10-19,,232.5274,0.0,0.0
2021-10-20 08:26:23.640,F36455,161.0,E,1.0,2021-10-20,2021-10-20 00:00:00,2021-11-19,,1230.0,0.0,0.0
2021-10-20 08:32:32.347,F36456,9.0,E,1.0,2021-10-20,2021-10-22 00:00:00,2021-11-19,,9108.0,0.0,0.0
2021-10-20 10:07:54.220,F36457,3686.0,E,2.0,2021-10-20,2021-10-18 00:00:00,2021-11-04,,1215.5,0.0,0.0
2021-10-20 12:17:55.207,F36458,3666.0,E,2.0,2021-10-20,2021-10-13 00:00:00,2021-10-20,,1736.4375000000002,0.0,0.0
2021-10-20 14:10:40.107,F36459,8419.0,E,2.0,2021-10-20,2021-10-20 00:00:00,2021-10-20,,1312.5,0.0,0.0
2021-10-20 16:14:43.510,F36460,5591.0,E,2.0,2021-10-20,2021-10-20 00:00:00,2021-10-20,,22055.0,0.0,0.0
2021-10-20 16:44:43.113,F36461,5593.0,E,1.0,2021-10-20,2021-10-25 00:00:00,2021-11-04,,4498.0,0.0,0.0
2021-10-20 16:47:16.667,F36462,8483.0,E,2.0,2021-10-20,2021-10-20 00:00:00,2021-10-20,,6258.97,0.0,0.0
2021-10-20 16:52:46.643,F36463,5926.0,E,2.0,2021-10-20,2021-10-20 00:00:00,2021-10-20,,864.0000000000001,0.0,0.0
2021-10-21 08:46:28.580,F36464,6458.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,2147.5,0.0,0.0
2021-10-21 10:29:46.547,F36465,8128.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,444.24,0.0,0.0
2021-10-21 10:31:57.870,F36466,8128.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,56.87500000000001,0.0,0.0
2021-10-21 10:35:13.610,F36467,8314.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,284.375,0.0,0.0
2021-10-21 11:19:43.497,F36468,484.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-11-05,,773.86,0.0,0.0
2021-10-21 12:07:23.947,F36469,401.0,E,2.0,2021-10-21,2021-10-20 00:00:00,2021-11-05,,1392.0,0.0,0.0
2021-10-21 12:51:34.323,F36470,3803.0,E,2.0,2021-10-21,2021-10-20 00:00:00,2021-11-20,,5450.0,0.0,0.0
2021-10-21 13:01:19.650,F36471,8145.0,E,1.0,2021-10-21,2021-10-18 00:00:00,2021-10-21,,24300.000000000004,0.0,0.0
2021-10-21 13:04:29.287,F36472,8316.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,9500.0,0.0,0.0
2021-10-21 13:09:55.180,F36473,5598.0,E,2.0,2021-10-21,2021-10-20 00:00:00,2021-10-21,,1988.8000000000002,0.0,0.0
2021-10-21 13:42:35.157,F36474,8484.0,E,2.0,2021-10-21,2021-10-21 00:00:00,2021-10-21,,1136.0,0.0,0.0
2021-10-21 15:09:27.497,F36475,5804.0,E,2.0,2021-10-21,2021-10-18 00:00:00,2021-10-21,,993.0000000000001,0.0,0.0
2021-10-21 16:22:10.740,F36476,8257.0,E,6.0,2021-10-21,2021-10-21 00:00:00,2021-11-20,,2250.0,0.0,0.0
2021-10-22 08:36:40.917,F36477,908.0,E,2.0,2021-10-22,2021-10-21 00:00:00,2021-11-06,,1995.5,0.0,0.0
2021-10-22 08:42:43.017,F36478,8475.0,E,2.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,2400.0,0.0,0.0
2021-10-22 09:16:25.793,F36479,1016.0,E,3.0,2021-10-22,2021-10-22 00:00:00,2021-11-21,,4400.0,0.0,0.0
2021-10-22 10:07:45.477,F36480,8479.0,E,2.0,2021-10-22,2021-10-21 00:00:00,2021-10-22,,302.98,0.0,0.0
2021-10-22 10:35:37.860,F36481,8482.0,E,2.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,1416.7,0.0,0.0
2021-10-22 11:08:55.877,F36482,8196.0,E,2.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,224.22000000000003,0.0,0.0
2021-10-22 11:30:30.803,F36483,2357.0,E,2.0,2021-10-22,2021-10-06 00:00:00,2021-10-22,,3552.5000000000005,0.0,0.0
2021-10-22 12:41:56.257,F36484,8397.0,E,2.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,587.13,0.0,0.0
2021-10-22 14:18:15.007,F36485,8408.0,E,3.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,1352.5,0.0,0.0
2021-10-22 16:44:22.927,F36486,5926.0,E,2.0,2021-10-22,2021-10-21 00:00:00,2021-10-22,,1856.9900000000002,0.0,0.0
2021-10-22 16:51:03.963,F36487,5926.0,E,2.0,2021-10-22,2021-10-21 00:00:00,2021-10-22,,377.83000000000004,0.0,0.0
2021-10-22 16:54:11.273,F36488,5804.0,E,2.0,2021-10-22,2021-10-22 00:00:00,2021-10-22,,920.0000000000001,0.0,0.0
2021-10-25 09:47:50.857,F36489,6724.0,E,2.0,2021-10-25,2021-10-20 00:00:00,2021-10-25,,210.0,0.0,0.0
2021-10-25 11:13:43.300,F36490,253.0,E,3.0,2021-10-25,2021-10-25 00:00:00,2021-12-09,,3923.0,0.0,0.0
2021-10-25 11:59:28.733,F36491,5746.0,E,2.0,2021-10-25,2021-10-25 00:00:00,2021-10-25,,519.5,0.0,0.0
2021-10-25 15:07:42.990,F36492,6253.0,E,1.0,2021-10-25,2021-10-25 00:00:00,2021-12-24,,9500.0,0.0,0.0
2021-10-25 16:10:17.437,F36493,8473.0,E,2.0,2021-10-25,2021-10-13 00:00:00,2021-10-25,,1366.75,0.0,0.0
2021-10-25 16:25:44.893,F36494,8325.0,E,2.0,2021-10-25,2021-10-25 00:00:00,2021-10-25,,300.00000000000006,0.0,0.0
2021-10-25 17:10:02.337,F36495,5926.0,E,2.0,2021-10-25,2021-10-25 00:00:00,2021-10-25,,1450.6699999999998,0.0,0.0
2021-10-26 10:25:21.677,F36496,3032.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,637.5006,0.0,0.0
2021-10-26 10:46:22.610,F36497,6152.0,E,3.0,2021-10-26,2021-10-20 00:00:00,2021-11-03,,6204.8,0.0,0.0
2021-10-26 12:30:42.880,F36498,4598.0,E,1.0,2021-10-26,2021-10-25 00:00:00,2021-11-25,,19156.300000000003,0.0,0.0
2021-10-26 13:41:43.510,F36499,6009.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,275.88,0.0,0.0
2021-10-26 14:58:21.210,F36500,4535.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,1424.5,0.0,0.0
2021-10-26 14:59:51.780,F36501,4535.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,1330.0,0.0,0.0
2021-10-26 15:12:11.573,F36502,5923.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,570.0,0.0,0.0
2021-10-26 16:17:25.657,F36503,6890.0,E,2.0,2021-10-26,2021-10-26 00:00:00,2021-10-26,,240.00000000000003,0.0,0.0
2021-10-27 08:09:16.670,F36504,5926.0,E,2.0,2021-10-27,2021-10-26 00:00:00,2021-10-27,,607.92,0.0,0.0
2021-10-27 10:31:36.230,F36505,8487.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,130.0,0.0,0.0
2021-10-27 10:54:28.350,F36506,8488.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,115.65220000000002,0.0,0.0
2021-10-27 11:47:46.773,F36507,6797.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,403.25,0.0,0.0
2021-10-27 12:27:45.147,F36508,8490.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,1680.0000000000002,0.0,0.0
2021-10-27 12:30:37.817,F36509,8490.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,902.02,0.0,0.0
2021-10-27 13:01:57.527,F36510,4480.0,E,2.0,2021-10-27,2021-10-21 00:00:00,2021-11-11,,2904.4,0.0,0.0
2021-10-27 13:07:43.223,F36511,4480.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-11-11,,1137.5,0.0,0.0
2021-10-27 13:22:23.980,F36512,8186.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,94.84,0.0,0.0
2021-10-27 13:35:40.677,F36513,4403.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,847.0000000000001,0.0,0.0
2021-10-27 14:02:54.630,F36514,5589.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,965.0000000000001,0.0,0.0
2021-10-27 14:04:26.797,F36515,5589.0,E,2.0,2021-10-27,2021-10-26 00:00:00,2021-10-27,,2106.0,0.0,0.0
2021-10-27 14:58:56.587,F36516,466.0,E,1.0,2021-10-27,2021-09-30 00:00:00,2021-12-26,,21399.510000000002,0.0,0.0
2021-10-27 15:51:10.033,F36517,5921.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-11-11,,3431.0000000000005,0.0,0.0
2021-10-27 16:14:20.377,F36518,8419.0,E,2.0,2021-10-27,2021-09-08 00:00:00,2021-10-27,,2625.0,0.0,0.0
2021-10-27 16:47:48.867,F36519,8491.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,670.0,0.0,0.0
2021-10-27 16:50:18.813,F36520,5926.0,E,2.0,2021-10-27,2021-10-27 00:00:00,2021-10-27,,1155.92,0.0,0.0
2021-10-28 10:14:59.167,F36521,8476.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-11-27,,8400.0,0.0,0.0
2021-10-28 10:18:50.817,F36522,3047.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-11-12,,912.0000000000001,0.0,0.0
2021-10-28 10:27:53.220,F36523,8492.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-10-28,,617.8,0.0,0.0
2021-10-28 11:34:25.703,F36524,2483.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-10-28,,2047.44,0.0,0.0
2021-10-28 11:53:55.427,F36525,5926.0,E,2.0,2021-10-28,2021-10-26 00:00:00,2021-10-28,,968.7800000000001,0.0,0.0
2021-10-28 12:14:24.183,F36526,1485.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-10-28,,8700.0,0.0,0.0
2021-10-28 14:39:28.140,F36527,4797.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-11-12,,2938.2500000000005,0.0,0.0
2021-10-28 15:15:28.340,F36528,4843.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-10-28,,3147.0000000000005,0.0,0.0
2021-10-28 15:37:29.653,F36529,2995.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-11-05,,6290.360000000001,0.0,0.0
2021-10-28 15:47:13.517,F36530,2995.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-11-05,,2730.6200000000003,0.0,0.0
2021-10-28 18:05:28.283,F36531,8383.0,E,3.0,2021-10-28,2021-10-08 00:00:00,2021-10-28,,8951.16,0.0,0.0
2021-10-28 18:07:17.273,F36532,5926.0,E,2.0,2021-10-28,2021-10-28 00:00:00,2021-10-28,,85.96940000000001,0.0,0.0
2021-10-29 10:39:58.967,F36533,8170.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,1729.5,0.0,0.0
2021-10-29 10:53:26.993,F36534,4486.0,E,6.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,2250.0,0.0,0.0
2021-10-29 11:35:58.370,F36535,5926.0,E,2.0,2021-10-29,2021-10-27 00:00:00,2021-10-29,,910.0000000000001,0.0,0.0
2021-10-29 12:25:24.273,F36536,6059.0,E,5.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,342.91,0.0,0.0
2021-10-29 12:57:37.390,F36537,4843.0,E,2.0,2021-10-29,2021-10-25 00:00:00,2021-10-29,,4340.0,0.0,0.0
2021-10-29 14:57:58.947,F36538,5173.0,E,2.0,2021-10-29,2021-10-08 00:00:00,2021-10-29,,1300.0,0.0,0.0
2021-10-29 15:52:40.607,F36539,8474.0,E,2.0,2021-10-29,2021-10-15 00:00:00,2021-10-29,,2250.0,0.0,0.0
2021-10-29 15:58:47.820,F36540,8480.0,E,2.0,2021-10-29,2021-10-21 00:00:00,2021-10-29,,734.0000000000001,0.0,0.0
2021-10-29 16:05:47.750,F36541,5602.0,E,3.0,2021-10-29,2021-10-26 00:00:00,2021-10-29,,3955.05,0.0,0.0
2021-10-29 16:11:21.457,F36542,8229.0,E,2.0,2021-10-29,2021-10-26 00:00:00,2021-10-29,,3630.5000000000005,0.0,0.0
2021-10-29 16:15:47.887,F36543,2357.0,E,2.0,2021-10-29,2021-11-03 00:00:00,2021-10-29,,8750.0,0.0,0.0
2021-10-29 16:27:23.697,F36544,8489.0,E,2.0,2021-10-29,2021-11-05 00:00:00,2021-10-29,,2857.3500000000004,0.0,0.0
2021-10-29 16:29:40.710,F36545,6839.0,E,2.0,2021-10-29,2021-11-03 00:00:00,2021-10-29,,7900.000000000001,0.0,0.0
2021-10-29 16:37:33.657,F36546,3919.0,E,2.0,2021-10-29,2021-10-22 00:00:00,2021-10-29,,728.46,0.0,0.0
2021-10-29 16:39:39.860,F36547,5233.0,E,2.0,2021-10-29,2021-10-27 00:00:00,2021-10-29,,1684.0000000000002,0.0,0.0
2021-10-29 16:42:02.377,F36548,8486.0,E,2.0,2021-10-29,2021-11-05 00:00:00,2021-10-29,,4136.0,0.0,0.0
2021-10-29 16:50:53.997,F36549,8481.0,C,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,2021-10-29,431.038,0.0,0.0
2021-10-29 16:54:21.560,F36550,8483.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,862.065,0.0,0.0
2021-10-29 16:55:00.790,F36551,4375.0,E,1.0,2021-10-29,2021-10-29 00:00:00,2021-12-13,,412116.92,0.0,0.0
2021-10-29 16:58:43.837,F36552,1600.0,E,6.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,11662.000000000002,0.0,0.0
2021-10-29 17:00:30.607,F36553,6406.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,1095.88,0.0,0.0
2021-10-29 17:02:31.033,F36554,5926.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,3266.2100000000005,0.0,0.0
2021-10-29 17:04:39.957,F36555,5926.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,402.00000000000006,0.0,0.0
2021-10-29 17:06:34.697,F36556,5926.0,E,2.0,2021-10-29,2021-10-15 00:00:00,2021-10-29,,1128.0,0.0,0.0
2021-10-29 17:38:39.230,F36557,8481.0,E,2.0,2021-10-29,2021-10-22 00:00:00,2021-10-29,,862.5000000000001,0.0,0.0
2021-10-29 18:01:30.930,F36558,1207.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-11-13,,2815.3790000000004,0.0,0.0
2021-10-29 18:03:27.903,F36559,5926.0,E,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,,1293.103,0.0,0.0
2021-10-29 18:04:45.553,F36560,5926.0,C,2.0,2021-10-29,2021-10-29 00:00:00,2021-10-29,2021-11-02,343.75800000000004,0.0,0.0
2021-11-03 09:39:09.253,F36561,8468.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,1350.0,0.0,0.0
2021-11-03 09:42:29.063,F36562,8498.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,347.2875,0.0,0.0
2021-11-03 10:10:35.653,F36563,8497.0,E,1.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,,158.455,0.0,0.0
2021-11-03 10:14:02.213,F36564,4714.0,E,3.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,,3875.2908000000007,0.0,0.0
2021-11-03 10:16:23.907,F36565,3033.0,E,1.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,,851.7993,0.0,0.0
2021-11-03 10:20:01.277,F36566,8229.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,753.0000000000001,0.0,0.0
2021-11-03 10:29:57.950,F36567,8495.0,E,3.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,,1647.3000000000002,0.0,0.0
2021-11-03 10:31:23.073,F36568,8496.0,C,1.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,2021-11-03,425.00000000000006,0.0,0.0
2021-11-03 10:37:15.460,F36569,8499.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,97.46000000000001,0.0,0.0
2021-11-03 10:39:03.353,F36570,8494.0,E,3.0,2021-11-03,2021-11-02 00:00:00,2021-11-03,,4295.455,0.0,0.0
2021-11-03 12:58:10.447,F36571,2847.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,300.0,0.0,0.0
2021-11-03 15:24:16.260,F36572,5941.0,E,2.0,2021-11-03,2021-11-01 00:00:00,2021-11-03,,2537.52,0.0,0.0
2021-11-03 16:03:55.257,F36573,5569.0,E,3.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,3700.0000000000005,0.0,0.0
2021-11-03 17:05:28.667,F36574,5926.0,E,2.0,2021-11-03,2021-11-03 00:00:00,2021-11-03,,143.44,0.0,0.0
2021-11-04 08:33:06.303,F36575,88.0,E,5.0,2021-11-04,2021-11-03 00:00:00,2021-11-04,,384.0,0.0,0.0
2021-11-04 08:43:28.993,F36576,537.0,E,3.0,2021-11-04,2021-11-04 00:00:00,2021-12-04,,25554.210000000003,0.0,0.0
2021-11-04 08:49:28.890,F36577,8496.0,C,1.0,2021-11-04,2021-11-02 00:00:00,2021-11-04,2021-11-04,425.00000000000006,0.0,0.0
2021-11-04 09:16:25.070,F36578,5944.0,E,2.0,2021-11-04,2021-11-03 00:00:00,2021-11-04,,1675.0800000000002,0.0,0.0
2021-11-04 09:28:33.993,F36579,4644.0,E,2.0,2021-11-04,2021-11-04 00:00:00,2021-11-04,,855.6306000000001,0.0,0.0
2021-11-04 09:39:06.333,F36580,2549.0,E,2.0,2021-11-04,2021-11-03 00:00:00,2021-12-04,,39144.0,0.0,0.0
2021-11-04 09:59:26.397,F36581,161.0,E,1.0,2021-11-04,2021-11-04 00:00:00,2021-12-04,,315.55,0.0,0.0
2021-11-04 10:58:22.883,F36582,5728.0,E,1.0,2021-11-04,2021-10-29 00:00:00,2021-11-19,,5282.75,0.0,0.0
2021-11-04 11:01:06.227,F36583,5728.0,E,1.0,2021-11-04,2021-10-29 00:00:00,2021-11-19,,11109.5,0.0,0.0
2021-11-04 11:05:31.600,F36584,466.0,E,1.0,2021-11-04,2021-10-29 00:00:00,2022-01-03,,3213.0000000000005,0.0,0.0
2021-11-04 11:08:37.287,F36585,466.0,E,1.0,2021-11-04,2021-10-29 00:00:00,2022-01-03,,4928.400000000001,0.0,0.0
2021-11-04 11:46:27.377,F36586,6960.0,E,2.0,2021-11-04,2021-11-04 00:00:00,2021-11-04,,5860.3248,0.0,0.0
2021-11-04 12:50:51.407,F36587,5156.0,E,2.0,2021-11-04,2021-11-04 00:00:00,2021-11-04,,2558.5956,0.0,0.0
2021-11-04 12:52:24.117,F36588,8505.0,E,2.0,2021-11-04,2021-11-04 00:00:00,2021-11-04,,2700.0,0.0,0.0
2021-11-04 13:25:32.817,F36589,466.0,E,1.0,2021-11-04,2021-10-29 00:00:00,2022-01-03,,4137.0,0.0,0.0
2021-11-04 13:28:53.137,F36590,6381.0,E,2.0,2021-11-04,2021-11-04 00:00:00,2021-11-04,,1636.0,0.0,0.0
2021-11-04 13:46:21.677,F36591,1757.0,E,2.0,2021-11-04,2021-10-21 00:00:00,2021-11-04,,1968.0,0.0,0.0
2021-11-05 09:18:24.623,F36592,8506.0,E,2.0,2021-11-05,2021-11-04 00:00:00,2021-11-05,,267.24,0.0,0.0
2021-11-05 09:47:12.980,F36593,8496.0,E,1.0,2021-11-05,2021-11-02 00:00:00,2021-11-05,,425.00000000000006,0.0,0.0
2021-11-05 10:28:54.593,F36594,8196.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,224.20000000000002,0.0,0.0
2021-11-05 10:47:39.953,F36595,4649.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,880.0000000000001,0.0,0.0
2021-11-05 10:51:03.633,F36596,6660.0,E,2.0,2021-11-05,2021-10-28 00:00:00,2021-11-05,,16250.000000000002,0.0,0.0
2021-11-05 10:53:29.450,F36597,6457.0,E,2.0,2021-11-05,2021-10-28 00:00:00,2021-11-05,,794.0000000000001,0.0,0.0
2021-11-05 11:24:32.003,F36598,6960.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,7260.000000000001,0.0,0.0
2021-11-05 11:51:55.177,F36599,8447.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,2209.1184000000003,0.0,0.0
2021-11-05 13:32:56.537,F36600,8607.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,275.88,0.0,0.0
2021-11-05 16:15:27.337,F36601,8507.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,2724.3,0.0,0.0
2021-11-05 16:43:02.810,F36602,5926.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,897.4000000000001,0.0,0.0
2021-11-05 16:44:58.530,F36603,5926.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,339.9,0.0,0.0
2021-11-05 17:03:27.053,F36604,8196.0,E,2.0,2021-11-05,2021-11-05 00:00:00,2021-11-05,,1584.0000000000002,0.0,0.0
2021-11-08 11:31:04.837,F36605,3032.0,E,2.0,2021-11-08,2021-11-08 00:00:00,2021-11-08,,177.1,0.0,0.0
2021-11-08 11:59:33.800,F36606,8510.0,E,2.0,2021-11-08,2021-11-08 00:00:00,2021-11-08,,858.62,0.0,0.0
2021-11-08 12:09:37.447,F36607,3033.0,E,2.0,2021-11-08,2021-11-08 00:00:00,2021-11-08,,285.0,0.0,0.0
